"Region Num","Structure Num","Inspection Date","Span Num","GROUP","Element","Element Num","Position","Material","Element Type","Misc","Data Type","%A","%B","%C","%D","Behaviour","Comments","Inspection ID","Element ID"
"64","00004",2011-12-7 0:00:00,"9","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data",,,,,"4","Nul","129","108"
"64","00004",2011-12-7 0:00:00,"9","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","137"
"64","00004",2011-12-7 0:00:00,"9","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","153"
"64","00004",2011-12-7 0:00:00,"9","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","129","367"
"64","00004",2011-12-7 0:00:00,"9","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","129","390"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 8","Category 13","11",,,"Type 19","Sol grossier lâche, argile molle ou silt","Demo Data",,,,,"4","Nul","129","39"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 8","Category 24","11",,"Concrete",,"Aucun matériau composite","Demo Data","31","50","19","0","4","Nul","129","45"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 8","Category 17","8",,,"Type 9",,"Demo Data",,,,,"4","Nul","129","215"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 8","Category 17","9",,,"Type 9",,"Demo Data",,,,,"4","Nul","129","216"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 8","Category 16","11",,"Concrete",,,"Demo Data","85","0","15","0","4","Nul","129","582"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","99","1","0","0","4","Nul","129","279"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 9","Category 1",,,"Steel",,,"Demo Data",,,,,"1","Nul","129","82"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","94","5","1","0","4","Nul","129","302"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","94","5","1","0","4","Nul","129","325"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data",,,,,"1","Nul","129","232"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","45","50","5","0","4","Nul","129","342"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","343"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","344"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","346"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","345"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 10","Category 4","6",,"Concrete","Type 6","Aucun renforcement","Demo Data","45","50","5","0","4","Nul","129","341"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","95","0","5","0","4","Nul","129","101"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 7","Category 21","3","Transv.",,,,"Demo Data","95","0","5","0","4","Nul","129","86"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 7","Category 23","3","Transv.","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","181"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 7","Category 22","3","Transv.",,"Type 1",,"Demo Data","100","0","0","0","4","Nul","129","186"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","138"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","154"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","129","373"
"64","00004",2011-12-7 0:00:00,"10","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","79","20","0","1","4","Nul","129","396"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 8","Category 13","12",,,"Type 19","Sol grossier lâche, argile molle ou silt","Demo Data",,,,,"4","Nul","129","32"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 8","Category 25","12",,"Concrete","Type 12","Aucun matériau composite","Demo Data","30","70","0","0","4","Nul","129","54"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","129","280"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 9","Category 1",,,"Steel",,,"Demo Data",,,,,"4","Nul","129","83"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","98","2","0","0","4","Nul","129","303"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","98","2","0","0","4","Nul","129","326"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data",,,,,"1","Nul","129","233"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","45","50","5","0","4","Nul","129","347"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","74","25","1","0","4","Nul","129","539"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","74","25","1","0","4","Nul","129","540"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","74","25","1","0","4","Nul","129","541"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","74","25","1","0","4","Nul","129","542"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 10","Category 4","6",,"Concrete","Type 6","Aucun renforcement","Demo Data","49","50","1","0","4","Nul","129","543"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 10","Category 5",,"South","Concrete",,,"Demo Data","85","0","15","0","3","Nul","129","90"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","102"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data",,,,,"4","Nul","129","114"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 7","Category 21","4","Transv.",,,,"Demo Data","100","0","0","0","4","Nul","129","554"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 7","Category 23","4","Transv.","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","555"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 7","Category 22","4","Transv.",,"Type 1",,"Demo Data","100","0","0","0","4","Nul","129","556"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","139"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","155"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","129","364"
"64","00004",2011-12-7 0:00:00,"11","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","79","20","0","1","4","Nul","129","387"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 8","Category 13","13",,,"Type 19","Sol grossier lâche, argile molle ou silt","Demo Data",,,,,"4","Nul","129","33"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 8","Category 25","13",,"Concrete","Type 12","Aucun matériau composite","Demo Data","95","5","0","0","4","Nul","129","55"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","129","281"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 9","Category 1",,,"Steel",,,"Demo Data",,,,,"4","Nul","129","84"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","90","10","0","0","4","Nul","129","304"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","88","10","2","0","4","Nul","129","327"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data",,,,,"1","Nul","129","234"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","45","50","5","0","4","Nul","129","348"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","544"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","545"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","546"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","547"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 10","Category 4","6",,"Concrete","Type 6","Aucun renforcement","Demo Data","42","50","8","0","4","Nul","129","548"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","99","0","1","0","4","Nul","129","103"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data",,,,,"4","Nul","129","107"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","140"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","95","0","5","0","4","Nul","129","156"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","129","374"
"64","00004",2011-12-7 0:00:00,"12","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","129","397"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 4","Category 12",,"North",,"Type 13",,"Demo Data",,,,,"4","Nul","129","6"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 4","Category 10",,"North",,"Type 25",,"Demo Data",,,,,"4","Nul","129","11"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 5","Category 13","14",,,"Type 19","Sol grossier lâche, argile molle ou silt","Demo Data",,,,,"4","Nul","129","14"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 5","Category 14","14",,"Concrete",,,"Demo Data","80","5","15","0","4","Nul","129","23"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 5","Category 18","14",,"Concrete",,,"Demo Data","90","10","0","0","4","Nul","129","248"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 5","Category 17","10",,,"Type 9",,"Demo Data","100","0","0","0","4","Nul","129","189"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 5","Category 15","3",,"Concrete","Type 14",,"Demo Data","0","98","2","0","4","Nul","129","264"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 5","Category 15","4",,"Concrete","Type 14",,"Demo Data","40","60","0","0","4","Nul","129","269"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 5","Category 16","14",,"Concrete",,,"Demo Data","95","0","5","0","4","Nul","129","580"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","129","282"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 9","Category 1",,,"Steel",,,"Demo Data",,,,,"4","Nul","129","85"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","305"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","70","30","0","0","4","Nul","129","328"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","70","10","20","0","1","Nul","129","235"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","45","50","5","0","4","Nul","129","363"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","549"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","550"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","551"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","129","552"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 10","Category 4","6",,"Concrete","Type 6","Aucun renforcement","Demo Data","45","50","5","0","4","Nul","129","553"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","70","0","30","0","4","Nul","129","96"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data","85","15","0","0","4","Nul","129","104"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","129","141"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","99","0","0","1","4","Nul","129","157"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","129","375"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","129","398"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 1","Category 2",,"North",,,,"Demo Data",,,,,"4","Nul","129","164"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 1","Category 1",,"North","Steel",,,"Demo Data",,,,,"4","Nul","129","410"
"64","00004",2011-12-7 0:00:00,"13","Sub-group 1","Category 3",,"North","Wood-Steel","Type 26",,"Demo Data","100","0","0","0","4","Nul","129","177"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 4","Category 12",,"South",,"Type 13",,"Demo Data",,,,,"4","Nul","130","1"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","90","10","0","0","4","Nul","130","306"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","90","10","0","0","4","Nul","130","329"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data",,,,,"4","Nul","130","236"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","75","25","0","0","4","Nul","130","355"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","130","352"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","130","351"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","130","353"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","130","354"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 10","Category 5",,"South","Concrete",,,"Demo Data","95","0","5","0","4","Nul","130","557"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","100","0","0","0","4","Nul","130","558"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data",,,,,"4","Nul","130","561"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","99","0","1","0","4","Nul","130","142"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","130","158"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","100","0","0","0","4","Nul","130","379"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","100","0","0","0","4","Nul","130","402"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 1","Category 2",,"South",,,,"Demo Data",,,,,"1","Nul","130","162"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 1","Category 1",,"South","Steel",,,"Demo Data",,,,,"2","Nul","130","414"
"64","00005",2008-6-25 0:00:00,"1","Sub-group 1","Category 3",,"South","Steel","Type 27",,"Demo Data","100","0","0","0","4","Nul","130","174"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 8","Category 13","3",,,"Type 18","Sol grossier lâche, argile molle ou silt","Demo Data",,,,,"4","Nul","130","38"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 8","Category 25","3",,"Concrete","Type 12","Aucun matériau composite","Demo Data","75","25","0","0","4","Nul","130","60"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","130","284"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","90","10","0","0","4","Nul","130","307"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","90","10","0","0","4","Nul","130","330"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data",,,,,"4","Nul","130","237"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","24","75","1","0","4","Nul","130","340"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","24","75","1","0","4","Nul","130","564"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","24","75","1","0","4","Nul","130","565"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","24","75","1","0","4","Nul","130","566"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","24","75","1","0","4","Nul","130","567"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","100","0","0","0","4","Nul","130","559"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data",,,,,"4","Nul","130","562"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","99","0","1","0","4","Nul","130","143"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","130","159"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","100","0","0","0","4","Nul","130","377"
"64","00005",2008-6-25 0:00:00,"2","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","100","0","0","0","4","Nul","130","400"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 4","Category 12",,"North",,"Type 13",,"Demo Data",,,,,"4","Nul","130","4"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 4","Category 10",,"North",,"Type 25",,"Demo Data",,,,,"4","Nul","130","12"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 5","Category 13","4",,,"Type 18","Sol grossier lâche, argile molle ou silt","Demo Data",,,,,"4","Nul","130","16"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 5","Category 14","4",,"Concrete",,,"Demo Data","90","0","5","5","4","Nul","130","20"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 5","Category 18","4",,"Concrete",,,"Demo Data",,,,,"4","Nul","130","249"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 5","Category 19","2",,"Concrete",,,"Demo Data",,,,,"4","Nul","130","252"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","130","569"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","130","570"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","30","0","0","4","Nul","130","571"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","80","15","5","0","4","Nul","130","560"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data",,,,,"4","Nul","130","563"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","99","0","1","0","4","Nul","130","144"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","130","160"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","100","0","0","0","4","Nul","130","378"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","100","0","0","0","4","Nul","130","401"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 1","Category 2",,"North",,,,"Demo Data",,,,,"3","Nul","130","165"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 1","Category 1",,"North","Steel",,,"Demo Data",,,,,"4","Nul","130","411"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 1","Category 3",,"North","Wood-Steel","Type 26",,"Demo Data","100","0","0","0","4","Nul","130","178"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 4","Category 12",,"South",,"Type 13",,"Demo Data",,,,,"4","Nul","131","1"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 4","Category 10",,"South",,"Type 25",,"Demo Data",,,,,"4","Nul","131","9"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 5","Category 13","1",,,"Type 18","Sol grossier lâche, argile molle ou silt","Demo Data",,,,,"4","Nul","131","15"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 5","Category 14","1",,"Concrete",,,"Demo Data","95","5","0","0","4","Nul","131","24"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 5","Category 18","1",,"Concrete",,,"Demo Data",,,,,"4","Nul","131","251"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 5","Category 17","1",,,"Type 9",,"Demo Data",,,,,"4","Nul","131","193"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 5","Category 15","1",,"Concrete","Type 17",,"Demo Data","29","70","1","0","4","Nul","131","260"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 5","Category 15","2",,"Concrete","Type 17",,"Demo Data","13","85","2","0","4","Nul","131","263"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 5","Category 16","1",,"Concrete",,,"Demo Data",,,,,"4","Nul","131","576"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 8","Category 13","2",,,"Type 10","Roc","Demo Data",,,,,"4","Nul","131","31"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 8","Category 25","2",,"Concrete","Type 12","Aucun matériau composite","Demo Data","85","15","0","0","4","Nul","131","53"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","131","283"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","90","10","0","0","4","Nul","131","306"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","90","10","0","0","4","Nul","131","329"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","90","5","5","0","1","Nul","131","236"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","75","25","0","0","4","Nul","131","355"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","131","352"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","131","351"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","131","353"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","75","25","0","0","4","Nul","131","354"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 10","Category 5",,"South","Concrete",,,"Demo Data","84","15","1","0","4","Nul","131","557"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","85","15","0","0","4","Nul","131","558"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data","85","15","0","0","4","Nul","131","561"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","99","0","1","0","4","Nul","131","142"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","131","158"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","100","0","0","0","4","Nul","131","379"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","99","0","1","0","4","Nul","131","402"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 1","Category 2",,"South",,,,"Demo Data",,,,,"1","Nul","131","162"
"64","00005",2011-12-7 0:00:00,"1","Sub-group 1","Category 1",,"South","Steel",,,"Demo Data",,,,,"2","Nul","131","414"
